model,beta,bias,alpha,weights,num_manipulated,num_improved,improvement_rate
Strategic (f*_s),1.0,-0.8893754482269287,"[1.0, 1.0, 1.0]","[0.05203906446695328, 0.7822631597518921, 0.1751818209886551]",1932,534,0.27639751552795033
Strat-Imp-Aware (f*_imp),1.0,-0.567540168762207,"[1.0, 1.0, 1.0]","[-0.016988975927233696, 0.6227995157241821, 0.48826107382774353]",1781,490,0.2751263335204941
Optimal Linear classifier (f*),1.0,-0.13176997005939484,"[0.5, 0.5, 0.5]","[0.04149145632982254, 0.7947314381599426, 0.14627884328365326]",3167,961,0.3034417429744237
Strategic (f*_s),1.0,-1.51118004322052,"[0.5, 0.5, 0.5]","[0.0448516309261322, 0.8265337944030762, 0.027736032381653786]",3196,1016,0.31789737171464333
Strat-Imp-Aware (f*_imp),1.0,-0.6809917092323303,"[0.5, 0.5, 0.5]","[0.16873861849308014, 0.4985711872577667, 0.3486418128013611]",3279,1028,0.31351021652942973
Optimal Linear classifier (f*),1.0,-0.13176997005939484,"[1.0, 0.10000000149011612, 1.0]","[0.04149145632982254, 0.7947314381599426, 0.14627884328365326]",3391,1037,0.30580949572397526
Strategic (f*_s),1.0,-0.8594933748245239,"[1.0, 0.10000000149011612, 1.0]","[0.11394435167312622, -1.163744568824768, 0.5179849863052368]",842,235,0.27909738717339666
Strat-Imp-Aware (f*_imp),1.0,-0.8122190237045288,"[1.0, 0.10000000149011612, 1.0]","[0.20989848673343658, -2.4991085529327393, 0.3324175477027893]",302,78,0.2582781456953642
Optimal Linear classifier (f*),1.0,-0.13176997005939484,"[1.0, 0.30000001192092896, 0.800000011920929]","[0.04149145632982254, 0.7947314381599426, 0.14627884328365326]",3386,1034,0.30537507383343176
Strategic (f*_s),1.0,-2.281010389328003,"[1.0, 0.30000001192092896, 0.800000011920929]","[-0.05651835724711418, 0.8208832144737244, 0.14314979314804077]",4151,1557,0.37509033967718625
Strat-Imp-Aware (f*_imp),1.0,-0.12526759505271912,"[1.0, 0.30000001192092896, 0.800000011920929]","[0.09199070185422897, 0.3700529932975769, 0.1243756040930748]",3732,1166,0.312433011789925
Optimal Linear classifier (f*),1.0,-0.13176997005939484,"[0.699999988079071, 0.5, 0.8999999761581421]","[0.04149145632982254, 0.7947314381599426, 0.14627884328365326]",3167,961,0.3034417429744237
Strategic (f*_s),1.0,-1.4423495531082153,"[0.699999988079071, 0.5, 0.8999999761581421]","[0.04758632183074951, 0.7539105415344238, 0.0914965346455574]",3052,967,0.31684141546526867
Strat-Imp-Aware (f*_imp),1.0,-0.6305752992630005,"[0.699999988079071, 0.5, 0.8999999761581421]","[0.11016666889190674, 0.45103469491004944, 0.3590206801891327]",3207,1002,0.3124415341440599
Optimal Linear classifier (f*),1.0,-0.13176997005939484,"[1.0, 1.0, 1.0]","[0.04149145632982254, 0.7947314381599426, 0.14627884328365326]",2108,592,0.2808349146110057
Strategic (f*_s),1.0,-0.8893754482269287,"[1.0, 1.0, 1.0]","[0.05203906446695328, 0.7822631597518921, 0.1751818209886551]",1932,537,0.2779503105590062
Strat-Imp-Aware (f*_imp),1.0,-0.5961145162582397,"[1.0, 1.0, 1.0]","[0.06275290995836258, 0.7335917949676514, 0.39889565110206604]",1987,566,0.28485153497735277
Optimal Linear classifier (f*),1.0,-0.13176997005939484,"[0.5, 0.5, 0.5]","[0.04149145632982254, 0.7947314381599426, 0.14627884328365326]",3167,963,0.3040732554467951
Strategic (f*_s),1.0,-1.51118004322052,"[0.5, 0.5, 0.5]","[0.0448516309261322, 0.8265337944030762, 0.027736032381653786]",3196,996,0.311639549436796
Strat-Imp-Aware (f*_imp),1.0,-0.5792533159255981,"[0.5, 0.5, 0.5]","[0.04058503732085228, 0.48945268988609314, 0.3472459614276886]",3445,1084,0.3146589259796807
Optimal Linear classifier (f*),1.0,-0.00921291671693325,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.330912470817566, -0.8942474126815796, 1.1189302206039429, 0.6053418517112732, -0.625472366809845, 0.2754731774330139, 0.2139720469713211, -0.7014183402061462]",1330,419,0.3150375939849624
Strategic (f*_s),1.0,-1.377679705619812,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.2482867240905762, -0.9547815918922424, 1.1271830797195435, 0.6101025342941284, -0.6546674966812134, 0.30250224471092224, 0.1433713287115097, -0.7620110511779785]",1236,283,0.22896440129449838
Strat-Imp-Aware (f*_imp),1.0,-1.060381531715393,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.2747012376785278, -0.6163996458053589, 1.3822566270828247, 0.7200019359588623, -0.6853455901145935, 0.035884957760572433, 0.16000421345233917, -0.4307784140110016]",1398,412,0.2947067238912732
Optimal Linear classifier (f*),1.0,-0.00921291671693325,"[0.699999988079071, 0.699999988079071, 0.699999988079071, 0.699999988079071, 0.699999988079071, 0.699999988079071, 0.699999988079071, 0.699999988079071]","[1.330912470817566, -0.8942474126815796, 1.1189302206039429, 0.6053418517112732, -0.625472366809845, 0.2754731774330139, 0.2139720469713211, -0.7014183402061462]",1798,598,0.3325917686318131
Strategic (f*_s),1.0,-1.804300308227539,"[0.699999988079071, 0.699999988079071, 0.699999988079071, 0.699999988079071, 0.699999988079071, 0.699999988079071, 0.699999988079071, 0.699999988079071]","[1.1279147863388062, -0.9719256162643433, 1.3065382242202759, 0.6643905639648438, -0.5670788884162903, 0.27879971265792847, 0.160284623503685, -0.7389084100723267]",1758,430,0.2445961319681456
Strat-Imp-Aware (f*_imp),1.0,-1.3569062948226929,"[0.699999988079071, 0.699999988079071, 0.699999988079071, 0.699999988079071, 0.699999988079071, 0.699999988079071, 0.699999988079071, 0.699999988079071]","[1.3447219133377075, -0.6054940223693848, 1.5052601099014282, 0.7548802495002747, -0.8109906315803528, 0.1740136742591858, 0.21835817396640778, -0.48979029059410095]",1996,673,0.33717434869739477
Optimal Linear classifier (f*),1.0,-0.00921291671693325,"[0.800000011920929, 0.800000011920929, 0.800000011920929, 0.800000011920929, 0.800000011920929, 0.800000011920929, 0.800000011920929, 0.800000011920929]","[1.330912470817566, -0.8942474126815796, 1.1189302206039429, 0.6053418517112732, -0.625472366809845, 0.2754731774330139, 0.2139720469713211, -0.7014183402061462]",1612,527,0.3269230769230769
Strategic (f*_s),1.0,-1.636983036994934,"[0.800000011920929, 0.800000011920929, 0.800000011920929, 0.800000011920929, 0.800000011920929, 0.800000011920929, 0.800000011920929, 0.800000011920929]","[1.2456769943237305, -0.9528439044952393, 1.1322369575500488, 0.6579822301864624, -0.6157296299934387, 0.2732350528240204, 0.14925330877304077, -0.699240505695343]",1489,337,0.22632639355271994
Strat-Imp-Aware (f*_imp),1.0,-1.2251477241516113,"[0.800000011920929, 0.800000011920929, 0.800000011920929, 0.800000011920929, 0.800000011920929, 0.800000011920929, 0.800000011920929, 0.800000011920929]","[1.3113459348678589, -0.7049493193626404, 1.490285038948059, 0.7494028210639954, -0.7016341686248779, 0.08813592046499252, 0.14120641350746155, -0.41390374302864075]",1769,565,0.3193894855850763
Optimal Linear classifier (f*),1.0,-0.00921291671693325,"[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]","[1.330912470817566, -0.8942474126815796, 1.1189302206039429, 0.6053418517112732, -0.625472366809845, 0.2754731774330139, 0.2139720469713211, -0.7014183402061462]",3022,1092,0.3613500992720053
Strategic (f*_s),1.0,-7.187387943267822,"[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]","[1.4456884860992432, -0.9547786712646484, 1.0964546203613281, 0.6367732286453247, -0.6882126331329346, 0.344455361366272, 0.20735907554626465, -0.7252774834632874]",3041,555,0.18250575468595856
Strat-Imp-Aware (f*_imp),1.0,-0.8907995223999023,"[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]","[0.5358043313026428, -0.2123894989490509, 0.3920351564884186, 0.2973014712333679, -0.0985201969742775, 0.04710721969604492, 0.11267255246639252, -0.1647368222475052]",5125,2446,0.4772682926829268
Optimal Linear classifier (f*),1.0,-0.00921291671693325,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[1.330912470817566, -0.8942474126815796, 1.1189302206039429, 0.6053418517112732, -0.625472366809845, 0.2754731774330139, 0.2139720469713211, -0.7014183402061462]",2290,782,0.3414847161572052
Strategic (f*_s),1.0,-2.5377631187438965,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[1.2561874389648438, -0.9561024308204651, 1.2730470895767212, 0.6368398070335388, -0.5950687527656555, 0.281863808631897, 0.14427588880062103, -0.7051073312759399]",2176,479,0.22012867647058823
Strat-Imp-Aware (f*_imp),1.0,-1.9471615552902222,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[1.252332329750061, -1.0159125328063965, 1.6560347080230713, 0.6721312999725342, -0.9435446262359619, 0.451582670211792, 0.3081364929676056, -0.88205885887146]",2629,984,0.37428680106504375
Optimal Linear classifier (f*),1.0,-0.00921291671693325,"[0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645]","[1.330912470817566, -0.8942474126815796, 1.1189302206039429, 0.6053418517112732, -0.625472366809845, 0.2754731774330139, 0.2139720469713211, -0.7014183402061462]",2582,894,0.34624322230828813
Strategic (f*_s),1.0,-3.1094775199890137,"[0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645]","[1.2531275749206543, -0.9400044083595276, 1.1901826858520508, 0.6169673204421997, -0.6241586208343506, 0.3059465289115906, 0.14201876521110535, -0.6884456276893616]",2509,506,0.20167397369469908
Strat-Imp-Aware (f*_imp),1.0,-2.485788345336914,"[0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645]","[1.1896740198135376, -1.1954163312911987, 1.7046103477478027, 0.8988402485847473, -0.7916637063026428, 0.24367479979991913, 0.21680250763893127, -0.76926589012146]",3275,1274,0.3890076335877863
Optimal Linear classifier (f*),1.0,-0.00921291671693325,"[0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896]","[1.330912470817566, -0.8942474126815796, 1.1189302206039429, 0.6053418517112732, -0.625472366809845, 0.2754731774330139, 0.2139720469713211, -0.7014183402061462]",2875,1023,0.35582608695652174
Strategic (f*_s),1.0,-4.621318340301514,"[0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896]","[1.4445414543151855, -0.8909995555877686, 1.030811071395874, 0.6308555603027344, -0.6032735109329224, 0.301720529794693, 0.186934232711792, -0.7492589950561523]",3074,645,0.20982433311646065
Strat-Imp-Aware (f*_imp),1.0,-2.8816418647766113,"[0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896]","[1.0797929763793945, -0.7332207560539246, 1.6593115329742432, 0.709759533405304, -1.2603834867477417, 0.5299716591835022, 0.06257783621549606, -0.955570638179779]",4045,1770,0.43757725587144625
Optimal Linear classifier (f*),1.0,-0.00921291671693325,"[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]","[1.330912470817566, -0.8942474126815796, 1.1189302206039429, 0.6053418517112732, -0.625472366809845, 0.2754731774330139, 0.2139720469713211, -0.7014183402061462]",3022,1092,0.3613500992720053
Strategic (f*_s),1.0,-7.187387943267822,"[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]","[1.4456884860992432, -0.9547786712646484, 1.0964546203613281, 0.6367732286453247, -0.6882126331329346, 0.344455361366272, 0.20735907554626465, -0.7252774834632874]",3041,555,0.18250575468595856
Strat-Imp-Aware (f*_imp),1.0,-0.8907995223999023,"[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]","[0.5358043313026428, -0.2123894989490509, 0.3920351564884186, 0.2973014712333679, -0.0985201969742775, 0.04710721969604492, 0.11267255246639252, -0.1647368222475052]",5125,2446,0.4772682926829268
Optimal Linear classifier (f*),1.0,-0.00921291671693325,"[0.009999999776482582, 0.009999999776482582, 0.009999999776482582, 0.009999999776482582, 0.009999999776482582, 0.009999999776482582, 0.009999999776482582, 0.009999999776482582]","[1.330912470817566, -0.8942474126815796, 1.1189302206039429, 0.6053418517112732, -0.625472366809845, 0.2754731774330139, 0.2139720469713211, -0.7014183402061462]",3027,1093,0.3610835811034027
Strategic (f*_s),1.0,-89.17134857177734,"[0.009999999776482582, 0.009999999776482582, 0.009999999776482582, 0.009999999776482582, 0.009999999776482582, 0.009999999776482582, 0.009999999776482582, 0.009999999776482582]","[-8.010960578918457, -58.807613372802734, -48.35969161987305, -50.96842956542969, -55.3192253112793, -27.038820266723633, -12.041831016540527, -46.74082946777344]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,-42.19047164916992,"[0.009999999776482582, 0.009999999776482582, 0.009999999776482582, 0.009999999776482582, 0.009999999776482582, 0.009999999776482582, 0.009999999776482582, 0.009999999776482582]","[0.8473230600357056, -0.1418035924434662, 0.0016525010578334332, 0.012476791627705097, -0.11037632822990417, -0.026980765163898468, -0.07101435959339142, -0.11935954540967941]",6000,3008,0.5013333333333333
Optimal Linear classifier (f*),1.0,-0.00921291671693325,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]","[1.330912470817566, -0.8942474126815796, 1.1189302206039429, 0.6053418517112732, -0.625472366809845, 0.2754731774330139, 0.2139720469713211, -0.7014183402061462]",2972,1069,0.35969044414535667
Strategic (f*_s),1.0,-5.483336448669434,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]","[1.4732779264450073, -0.9354398846626282, 0.8158875107765198, 0.5765018463134766, -0.626757025718689, 0.2502695322036743, 0.19637258350849152, -0.7508454322814941]",3424,837,0.24445093457943926
Strat-Imp-Aware (f*_imp),1.0,-3.3046798706054688,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]","[1.281302571296692, -0.7331017255783081, 1.5462960004806519, 1.186974048614502, -0.900806725025177, 0.3480303883552551, 0.24761752784252167, -0.5489791631698608]",4450,2041,0.4586516853932584
Optimal Linear classifier (f*),1.0,-0.00921291671693325,"[0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896]","[1.330912470817566, -0.8942474126815796, 1.1189302206039429, 0.6053418517112732, -0.625472366809845, 0.2754731774330139, 0.2139720469713211, -0.7014183402061462]",2875,1023,0.35582608695652174
Strategic (f*_s),1.0,-4.621318340301514,"[0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896]","[1.4445414543151855, -0.8909995555877686, 1.030811071395874, 0.6308555603027344, -0.6032735109329224, 0.301720529794693, 0.186934232711792, -0.7492589950561523]",3074,645,0.20982433311646065
Strat-Imp-Aware (f*_imp),1.0,-2.8816418647766113,"[0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896]","[1.0797929763793945, -0.7332207560539246, 1.6593115329742432, 0.709759533405304, -1.2603834867477417, 0.5299716591835022, 0.06257783621549606, -0.955570638179779]",4045,1770,0.43757725587144625
Optimal Linear classifier (f*),1.0,-0.00921291671693325,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[1.330912470817566, -0.8942474126815796, 1.1189302206039429, 0.6053418517112732, -0.625472366809845, 0.2754731774330139, 0.2139720469713211, -0.7014183402061462]",2290,782,0.3414847161572052
Strategic (f*_s),1.0,-2.5377631187438965,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[1.2561874389648438, -0.9561024308204651, 1.2730470895767212, 0.6368398070335388, -0.5950687527656555, 0.281863808631897, 0.14427588880062103, -0.7051073312759399]",2176,479,0.22012867647058823
Strat-Imp-Aware (f*_imp),1.0,-1.9471615552902222,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[1.252332329750061, -1.0159125328063965, 1.6560347080230713, 0.6721312999725342, -0.9435446262359619, 0.451582670211792, 0.3081364929676056, -0.88205885887146]",2629,984,0.37428680106504375
Optimal Linear classifier (f*),1.0,0.03553549200296402,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[1.0143295526504517, -0.7164260745048523, 1.1360383033752441, 0.6736330986022949, -0.6812623143196106, 0.2658075988292694, 0.2397056668996811, -0.5694559216499329]",2171,840,0.3869184707508061
Strategic (f*_s),1.0,-2.30342173576355,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[1.0113444328308105, -0.7279149889945984, 1.1433299779891968, 0.6636121273040771, -0.6910563111305237, 0.26178234815597534, 0.24472303688526154, -0.5696659088134766]",2169,449,0.2070078377132319
Strat-Imp-Aware (f*_imp),1.0,-1.719172477722168,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[1.3793354034423828, -0.7760408520698547, 1.215160846710205, 0.7452593445777893, -0.8052385449409485, 0.2831202447414398, 0.24846011400222778, -0.690800666809082]",2553,911,0.35683509596553076
Optimal Linear classifier (f*),1.0,0.03553549200296402,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[1.0143295526504517, -0.7164260745048523, 1.1360383033752441, 0.6736330986022949, -0.6812623143196106, 0.2658075988292694, 0.2397056668996811, -0.5694559216499329]",2171,840,0.3869184707508061
Strategic (f*_s),1.0,-2.30342173576355,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[1.0113444328308105, -0.7279149889945984, 1.1433299779891968, 0.6636121273040771, -0.6910563111305237, 0.26178234815597534, 0.24472303688526154, -0.5696659088134766]",2169,449,0.2070078377132319
Strat-Imp-Aware (f*_imp),1.0,-1.719172477722168,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[1.3793354034423828, -0.7760408520698547, 1.215160846710205, 0.7452593445777893, -0.8052385449409485, 0.2831202447414398, 0.24846011400222778, -0.690800666809082]",2553,911,0.35683509596553076
Optimal Linear classifier (f*),1.0,-0.0654434785246849,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0905314683914185, -0.7921178936958313, 1.279004693031311, 0.5563169717788696, -0.7631266117095947, 0.3600611090660095, 0.20967935025691986, -0.5044832229614258]",1304,446,0.34202453987730064
Strategic (f*_s),1.0,-1.2227182388305664,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.1097831726074219, -0.7859957218170166, 1.2362302541732788, 0.5102506279945374, -0.7307103872299194, 0.37416204810142517, 0.23688137531280518, -0.4886758029460907]",1281,333,0.25995316159250587
Strat-Imp-Aware (f*_imp),1.0,-1.0100313425064087,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.2172117233276367, -0.8955344557762146, 1.1626454591751099, 0.542029082775116, -0.650165319442749, 0.3437736928462982, 0.25268059968948364, -0.6121460795402527]",1267,363,0.2865035516969219
Optimal Linear classifier (f*),1.0,-0.00921291671693325,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.330912470817566, -0.8942474126815796, 1.1189302206039429, 0.6053418517112732, -0.625472366809845, 0.2754731774330139, 0.2139720469713211, -0.7014183402061462]",1330,419,0.3150375939849624
Strategic (f*_s),1.0,-1.377679705619812,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.2482867240905762, -0.9547815918922424, 1.1271830797195435, 0.6101025342941284, -0.6546674966812134, 0.30250224471092224, 0.1433713287115097, -0.7620110511779785]",1236,283,0.22896440129449838
Strat-Imp-Aware (f*_imp),1.0,-1.060381531715393,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.2747012376785278, -0.6163996458053589, 1.3822566270828247, 0.7200019359588623, -0.6853455901145935, 0.035884957760572433, 0.16000421345233917, -0.4307784140110016]",1398,412,0.2947067238912732
Optimal Linear classifier (f*),1.0,-0.00921291671693325,"[0.699999988079071, 0.699999988079071, 0.699999988079071, 0.699999988079071, 0.699999988079071, 0.699999988079071, 0.699999988079071, 0.699999988079071]","[1.330912470817566, -0.8942474126815796, 1.1189302206039429, 0.6053418517112732, -0.625472366809845, 0.2754731774330139, 0.2139720469713211, -0.7014183402061462]",1798,598,0.3325917686318131
Strategic (f*_s),1.0,-1.804300308227539,"[0.699999988079071, 0.699999988079071, 0.699999988079071, 0.699999988079071, 0.699999988079071, 0.699999988079071, 0.699999988079071, 0.699999988079071]","[1.1279147863388062, -0.9719256162643433, 1.3065382242202759, 0.6643905639648438, -0.5670788884162903, 0.27879971265792847, 0.160284623503685, -0.7389084100723267]",1758,430,0.2445961319681456
Strat-Imp-Aware (f*_imp),1.0,-1.3569062948226929,"[0.699999988079071, 0.699999988079071, 0.699999988079071, 0.699999988079071, 0.699999988079071, 0.699999988079071, 0.699999988079071, 0.699999988079071]","[1.3447219133377075, -0.6054940223693848, 1.5052601099014282, 0.7548802495002747, -0.8109906315803528, 0.1740136742591858, 0.21835817396640778, -0.48979029059410095]",1996,673,0.33717434869739477
Optimal Linear classifier (f*),1.0,-0.00921291671693325,"[0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75]","[1.330912470817566, -0.8942474126815796, 1.1189302206039429, 0.6053418517112732, -0.625472366809845, 0.2754731774330139, 0.2139720469713211, -0.7014183402061462]",1691,560,0.33116499112950915
Strategic (f*_s),1.0,-1.6754462718963623,"[0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75]","[1.1875189542770386, -0.9322595596313477, 1.2161328792572021, 0.6400434374809265, -0.5904351472854614, 0.2534664571285248, 0.2110743671655655, -0.6891534924507141]",1572,369,0.23473282442748092
